month_start,region,category,sub_category,total_sales,order_lines,unique_customers,avg_ship_delay_days
2016-07-01,Central,Furniture,Bookcases,1298.37,2,1,7.0
2017-12-01,East,Technology,Accessories,592.07,4,4,2.25
2018-11-01,South,Technology,Machines,7999.98,1,1,0.0
2018-12-01,West,Office Supplies,Appliances,423.42,5,5,3.4
2015-05-01,West,Office Supplies,Binders,277.70,2,2,4.0
2018-10-01,South,Furniture,Tables,6205.51,5,4,3.8
2017-01-01,Central,Furniture,Bookcases,1565.88,1,1,4.0
2015-08-01,West,Furniture,Chairs,340.14,1,1,4.0
2015-08-01,Central,Technology,Accessories,21.20,1,1,6.0
2016-06-01,East,Technology,Phones,133.98,1,1,3.0
2017-06-01,East,Office Supplies,Envelopes,115.02,1,1,3.0
2016-11-01,Central,Furniture,Chairs,2732.77,3,3,5.333333333333333
2016-11-01,Central,Technology,Copiers,1589.97,3,3,4.666666666666667
2015-12-01,East,Office Supplies,Appliances,2081.21,6,5,4.166666666666667
2016-06-01,Central,Office Supplies,Envelopes,28.75,1,1,4.0
2017-04-01,Central,Furniture,Chairs,1895.25,3,3,4.333333333333333
2018-12-01,South,Technology,Accessories,1168.82,8,7,4.5
2018-01-01,East,Office Supplies,Art,22.31,3,3,4.0
2017-09-01,West,Office Supplies,Appliances,254.36,2,2,5.0
2015-11-01,East,Office Supplies,Paper,288.17,7,7,4.142857142857143
2018-03-01,West,Technology,Machines,532.72,1,1,3.0
2018-05-01,West,Technology,Machines,343.20,1,1,4.0
2016-09-01,South,Office Supplies,Labels,12.00,1,1,4.0
2017-11-01,West,Technology,Phones,932.06,5,5,4.0
2017-04-01,Central,Office Supplies,Storage,2069.98,5,5,5.0
2017-10-01,West,Office Supplies,Paper,528.22,13,9,4.230769230769231
2015-11-01,East,Office Supplies,Supplies,297.98,2,2,5.0
2018-04-01,South,Technology,Phones,995.14,3,3,3.6666666666666665
2017-11-01,South,Furniture,Furnishings,1140.93,5,4,3.4
2017-04-01,East,Office Supplies,Supplies,913.47,6,5,5.166666666666667
2015-07-01,South,Office Supplies,Fasteners,14.32,1,1,0.0
2015-09-01,Central,Office Supplies,Envelopes,3.26,1,1,5.0
2018-08-01,Central,Office Supplies,Envelopes,85.36,2,2,6.0
2018-12-01,South,Office Supplies,Binders,201.97,7,6,4.285714285714286
2017-04-01,South,Office Supplies,Art,12.84,1,1,7.0
2016-05-01,West,Technology,Accessories,386.65,2,2,4.0
2015-08-01,South,Office Supplies,Binders,1420.13,3,3,4.333333333333333
2017-04-01,South,Office Supplies,Storage,267.50,4,3,5.25
2018-03-01,West,Technology,Phones,2237.34,7,7,3.0
2018-01-01,South,Office Supplies,Storage,348.21,1,1,5.0
2017-08-01,West,Office Supplies,Appliances,699.31,4,4,5.0
2016-07-01,Central,Office Supplies,Fasteners,14.43,1,1,7.0
2018-01-01,Central,Furniture,Furnishings,176.00,2,2,5.0
2015-01-01,East,Technology,Phones,124.20,1,1,2.0
2015-04-01,West,Technology,Machines,287.97,1,1,5.0
2015-03-01,Central,Office Supplies,Binders,97.41,3,2,6.0
2016-12-01,East,Office Supplies,Storage,680.35,2,2,3.0
2015-09-01,East,Office Supplies,Paper,518.88,13,12,3.3846153846153846
2016-09-01,East,Technology,Phones,4596.73,12,10,4.666666666666667
2015-02-01,South,Office Supplies,Binders,35.80,2,2,5.5
2018-11-01,Central,Office Supplies,Storage,1698.86,11,10,3.1818181818181817
2018-10-01,South,Office Supplies,Fasteners,30.62,2,2,5.0
2016-08-01,Central,Technology,Accessories,114.52,1,1,4.0
2015-01-01,West,Office Supplies,Storage,1383.08,2,2,5.5
2018-06-01,Central,Furniture,Tables,873.73,3,3,4.0
2015-06-01,South,Furniture,Furnishings,126.21,2,2,3.5
2015-03-01,East,Technology,Phones,15.93,2,2,4.5
2015-06-01,East,Office Supplies,Supplies,17.14,1,1,5.0
2015-12-01,South,Office Supplies,Appliances,43.51,1,1,5.0
2015-08-01,South,Furniture,Furnishings,73.25,2,2,3.0
2018-12-01,South,Office Supplies,Fasteners,3.62,1,1,4.0
2016-03-01,Central,Office Supplies,Art,80.47,3,3,4.0
2018-11-01,East,Office Supplies,Appliances,3613.90,7,6,3.4285714285714284
2017-02-01,Central,Office Supplies,Fasteners,6.98,1,1,4.0
2018-09-01,West,Office Supplies,Fasteners,52.90,2,2,3.5
2017-06-01,West,Office Supplies,Labels,116.42,6,6,3.8333333333333335
2017-02-01,West,Office Supplies,Fasteners,10.65,1,1,4.0
2017-01-01,South,Office Supplies,Appliances,64.86,1,1,6.0
2015-12-01,South,Furniture,Tables,2699.58,2,1,1.0
2018-06-01,West,Technology,Accessories,3015.48,6,6,3.5
2017-03-01,East,Furniture,Bookcases,778.23,3,3,4.0
2017-11-01,West,Furniture,Furnishings,1771.17,14,14,4.571428571428571
2015-05-01,West,Technology,Phones,2932.07,6,5,4.666666666666667
2017-11-01,East,Technology,Accessories,1071.16,10,10,4.0
2018-11-01,West,Office Supplies,Supplies,27.93,1,1,4.0
2015-11-01,South,Furniture,Chairs,149.90,1,1,0.0
2018-09-01,West,Technology,Accessories,1590.00,13,12,4.076923076923077
2018-10-01,Central,Office Supplies,Envelopes,25.75,2,2,6.0
2017-06-01,West,Office Supplies,Art,20.84,3,2,3.6666666666666665
2015-09-01,West,Office Supplies,Envelopes,298.58,4,3,4.5
2015-08-01,East,Office Supplies,Appliances,181.43,2,2,3.0
2016-12-01,West,Office Supplies,Appliances,414.12,5,5,4.8
2017-02-01,East,Office Supplies,Envelopes,104.30,2,2,3.0
2016-10-01,West,Furniture,Furnishings,273.31,6,6,3.5
2017-11-01,East,Furniture,Tables,313.18,1,1,4.0
2016-02-01,Central,Office Supplies,Art,85.12,2,2,2.5
2016-11-01,East,Office Supplies,Fasteners,42.94,4,4,3.25
2015-05-01,West,Office Supplies,Appliances,57.68,1,1,3.0
2016-01-01,Central,Technology,Accessories,398.40,1,1,5.0
2015-12-01,East,Office Supplies,Binders,520.64,6,6,4.5
2015-04-01,Central,Office Supplies,Paper,102.98,4,3,4.25
2018-11-01,East,Office Supplies,Art,535.97,9,9,4.444444444444445
2016-12-01,Central,Furniture,Chairs,1671.04,6,4,2.5
2018-12-01,East,Technology,Copiers,1199.98,1,1,4.0
2016-05-01,West,Office Supplies,Art,20.70,3,3,4.333333333333333
2017-08-01,South,Furniture,Tables,562.29,1,1,4.0
2015-05-01,Central,Technology,Copiers,719.98,1,1,4.0
2018-11-01,South,Office Supplies,Appliances,2292.82,6,6,4.0
2017-12-01,South,Office Supplies,Labels,2.61,1,1,6.0
2016-02-01,South,Office Supplies,Storage,146.73,1,1,2.0
2015-06-01,East,Office Supplies,Envelopes,66.30,2,2,4.5
2017-10-01,East,Office Supplies,Appliances,73.11,2,2,4.0
2016-06-01,East,Office Supplies,Envelopes,6.21,1,1,4.0
2016-01-01,South,Office Supplies,Labels,9.82,1,1,2.0
2016-02-01,Central,Office Supplies,Labels,40.10,1,1,2.0
2015-11-01,East,Technology,Phones,11247.63,12,11,3.5
2015-03-01,East,Furniture,Furnishings,8.32,1,1,5.0
2015-03-01,Central,Technology,Machines,574.91,1,1,3.0
2015-12-01,East,Furniture,Furnishings,591.27,8,7,3.5
2015-05-01,East,Office Supplies,Art,90.65,4,4,3.75
2018-01-01,Central,Office Supplies,Storage,844.86,3,3,2.3333333333333335
2016-08-01,East,Office Supplies,Storage,2078.44,6,6,3.5
2017-08-01,West,Technology,Phones,2696.92,10,9,4.9
2018-06-01,West,Furniture,Tables,871.40,1,1,4.0
2017-01-01,South,Office Supplies,Binders,1333.18,3,3,4.333333333333333
2018-06-01,East,Furniture,Chairs,1982.77,4,4,4.25
2017-01-01,West,Furniture,Bookcases,48.58,1,1,2.0
2017-06-01,West,Furniture,Chairs,767.06,3,3,2.6666666666666665
2017-08-01,West,Technology,Accessories,434.94,2,2,5.5
2016-08-01,Central,Furniture,Furnishings,255.68,4,3,1.75
2016-02-01,East,Technology,Accessories,71.98,1,1,5.0
2017-11-01,East,Technology,Copiers,1199.98,1,1,5.0
2016-08-01,South,Office Supplies,Appliances,568.80,2,1,5.0
2015-05-01,East,Office Supplies,Appliances,785.32,6,6,3.3333333333333335
2018-12-01,Central,Office Supplies,Paper,939.25,19,18,4.315789473684211
2018-10-01,West,Furniture,Chairs,2836.38,8,7,3.5
2016-10-01,East,Technology,Accessories,534.97,6,5,3.3333333333333335
2016-04-01,West,Office Supplies,Binders,77.12,3,3,4.333333333333333
2017-11-01,East,Furniture,Furnishings,658.76,9,8,3.5555555555555554
2017-11-01,Central,Office Supplies,Art,212.22,8,8,4.5
2016-04-01,East,Office Supplies,Art,104.88,7,7,4.714285714285714
2015-12-01,East,Office Supplies,Art,109.78,3,3,4.333333333333333
2016-01-01,East,Office Supplies,Storage,550.70,2,2,4.0
2017-08-01,East,Office Supplies,Binders,687.48,9,7,3.111111111111111
2017-01-01,Central,Office Supplies,Paper,197.98,3,3,3.6666666666666665
2016-11-01,South,Office Supplies,Appliances,1553.75,5,5,3.6
2016-06-01,Central,Office Supplies,Appliances,143.13,1,1,4.0
2018-08-01,West,Office Supplies,Envelopes,32.14,2,2,5.0
2017-09-01,East,Office Supplies,Supplies,61.60,3,3,4.666666666666667
2015-01-01,East,Office Supplies,Binders,25.96,3,3,4.333333333333333
2015-06-01,West,Furniture,Chairs,585.55,1,1,6.0
2016-07-01,West,Office Supplies,Art,99.20,1,1,5.0
2017-07-01,West,Office Supplies,Labels,116.06,4,4,4.5
2015-02-01,South,Furniture,Tables,1256.22,1,1,4.0
2016-08-01,Central,Office Supplies,Fasteners,12.03,1,1,0.0
2017-02-01,South,Technology,Accessories,100.00,1,1,0.0
2015-06-01,East,Technology,Accessories,182.35,2,2,4.5
2018-02-01,South,Technology,Phones,29.16,1,1,4.0
2017-01-01,West,Technology,Accessories,510.50,3,3,5.666666666666667
2018-03-01,East,Office Supplies,Labels,146.56,4,3,5.0
2016-01-01,West,Technology,Machines,1919.98,1,1,7.0
2018-10-01,Central,Technology,Phones,3186.05,6,6,4.0
2016-06-01,East,Office Supplies,Storage,108.16,2,2,5.5
2017-07-01,Central,Technology,Phones,2153.67,5,4,3.8
2017-09-01,South,Furniture,Chairs,1999.24,5,5,4.4
2017-12-01,West,Technology,Accessories,3795.32,13,11,4.769230769230769
2017-08-01,East,Office Supplies,Supplies,27.93,1,1,5.0
2017-11-01,Central,Furniture,Furnishings,463.94,9,8,4.333333333333333
2018-03-01,South,Technology,Accessories,353.22,2,2,3.5
2016-08-01,South,Technology,Accessories,331.87,2,2,4.5
2018-02-01,South,Furniture,Bookcases,591.89,2,2,3.5
2018-10-01,West,Technology,Accessories,2876.97,11,10,4.181818181818182
2018-11-01,South,Furniture,Furnishings,1643.36,8,7,3.875
2018-11-01,East,Furniture,Bookcases,505.54,2,2,4.5
2017-08-01,South,Technology,Phones,750.32,2,2,4.0
2016-03-01,South,Office Supplies,Art,36.20,4,3,5.5
2016-09-01,Central,Office Supplies,Paper,77.70,3,3,4.333333333333333
2016-11-01,East,Office Supplies,Envelopes,131.00,5,5,4.4
2018-09-01,West,Office Supplies,Envelopes,119.27,4,4,2.25
2015-08-01,South,Office Supplies,Labels,20.49,2,2,4.0
2018-10-01,South,Office Supplies,Appliances,17.92,1,1,6.0
2016-06-01,East,Office Supplies,Labels,5.90,1,1,0.0
2015-02-01,South,Technology,Phones,487.52,3,2,4.333333333333333
2015-08-01,South,Technology,Accessories,561.80,3,3,4.333333333333333
2016-07-01,West,Office Supplies,Paper,61.43,3,3,3.0
2017-01-01,Central,Furniture,Tables,2218.95,2,2,4.5
2015-09-01,South,Office Supplies,Storage,67.34,1,1,5.0
2015-10-01,Central,Furniture,Furnishings,37.09,2,2,3.0
2016-05-01,Central,Furniture,Furnishings,295.11,5,5,3.8
2018-09-01,Central,Office Supplies,Storage,938.95,5,5,4.4
2016-12-01,South,Furniture,Bookcases,131.10,1,1,4.0
2015-09-01,East,Office Supplies,Appliances,1748.32,9,9,2.888888888888889
2018-06-01,East,Office Supplies,Fasteners,14.13,1,1,4.0
2015-10-01,East,Office Supplies,Envelopes,268.42,3,3,2.6666666666666665
2018-07-01,West,Technology,Machines,2395.20,1,1,0.0
2016-09-01,South,Office Supplies,Fasteners,7.24,1,1,4.0
2016-10-01,West,Office Supplies,Fasteners,17.45,1,1,0.0
2016-09-01,East,Technology,Accessories,2961.67,8,8,3.875
2018-03-01,Central,Office Supplies,Art,136.54,4,3,2.5
2018-09-01,East,Office Supplies,Storage,943.68,10,10,4.6
2018-12-01,East,Office Supplies,Storage,1434.32,8,7,3.125
2017-05-01,East,Furniture,Tables,174.29,1,1,5.0
2017-07-01,East,Office Supplies,Art,75.94,4,4,3.25
2015-02-01,East,Office Supplies,Storage,64.96,1,1,3.0
2015-12-01,West,Furniture,Tables,4651.03,3,2,3.0
2016-09-01,Central,Office Supplies,Supplies,69.12,1,1,6.0
2015-02-01,Central,Office Supplies,Art,54.21,1,1,7.0
2015-12-01,Central,Office Supplies,Fasteners,2.90,1,1,5.0
2015-12-01,South,Office Supplies,Paper,267.91,7,7,5.142857142857143
2017-09-01,Central,Office Supplies,Binders,666.77,14,12,3.5
2018-07-01,East,Technology,Accessories,1372.00,7,6,3.0
2018-11-01,East,Office Supplies,Paper,1286.28,18,15,4.055555555555555
2017-10-01,Central,Furniture,Furnishings,386.12,7,7,3.857142857142857
2017-03-01,East,Furniture,Chairs,1069.58,3,3,3.6666666666666665
2016-07-01,East,Technology,Accessories,2944.35,3,3,2.6666666666666665
2018-11-01,South,Technology,Accessories,3667.04,7,7,4.857142857142857
2018-06-01,Central,Office Supplies,Art,44.12,3,3,4.666666666666667
2016-07-01,South,Technology,Accessories,519.56,2,2,5.0
2017-04-01,East,Technology,Machines,9099.93,1,1,4.0
2016-03-01,South,Office Supplies,Appliances,969.07,2,2,5.5
2017-08-01,South,Office Supplies,Fasteners,23.34,1,1,5.0
2016-06-01,West,Office Supplies,Envelopes,186.69,1,1,4.0
2015-05-01,Central,Furniture,Chairs,1808.37,4,4,3.75
2015-03-01,Central,Office Supplies,Art,40.41,3,3,2.3333333333333335
2016-09-01,Central,Furniture,Bookcases,194.32,1,1,6.0
2015-06-01,South,Furniture,Chairs,170.35,1,1,4.0
2018-10-01,West,Office Supplies,Binders,5779.53,16,13,4.6875
2017-09-01,South,Office Supplies,Art,204.63,7,7,3.7142857142857144
2015-04-01,Central,Office Supplies,Storage,836.39,4,3,2.0
2017-03-01,Central,Technology,Phones,1412.63,5,5,4.2
2015-03-01,West,Furniture,Furnishings,151.48,2,2,5.5
2016-02-01,West,Office Supplies,Paper,118.76,4,3,3.25
2018-09-01,South,Furniture,Furnishings,68.96,3,3,3.3333333333333335
2015-07-01,South,Technology,Accessories,479.97,1,1,3.0
2018-05-01,South,Office Supplies,Appliances,246.45,3,3,3.0
2016-09-01,East,Furniture,Tables,852.81,3,3,3.0
2015-06-01,Central,Furniture,Bookcases,406.01,2,2,5.0
2015-07-01,South,Technology,Phones,575.92,1,1,4.0
2018-07-01,South,Furniture,Chairs,239.24,1,1,0.0
2018-05-01,West,Office Supplies,Appliances,403.85,5,5,4.6
2018-03-01,Central,Office Supplies,Supplies,6.98,1,1,6.0
2017-10-01,West,Technology,Phones,318.37,2,2,3.0
2017-05-01,West,Furniture,Chairs,1286.27,2,2,5.0
2018-01-01,West,Technology,Phones,1322.23,5,5,4.8
2017-04-01,East,Furniture,Chairs,2410.89,3,3,4.666666666666667
2016-10-01,South,Furniture,Chairs,680.88,2,2,4.5
2017-12-01,South,Furniture,Tables,1136.83,2,2,3.5
2017-03-01,South,Office Supplies,Labels,10.08,1,1,4.0
2016-10-01,Central,Technology,Copiers,479.98,1,1,5.0
2018-08-01,West,Office Supplies,Fasteners,8.38,1,1,5.0
2017-11-01,East,Technology,Phones,4790.88,10,9,4.2
2017-06-01,Central,Technology,Phones,1539.06,5,5,4.8
2015-12-01,West,Furniture,Chairs,5480.93,10,9,3.9
2018-06-01,Central,Furniture,Chairs,1527.32,3,3,3.6666666666666665
2017-03-01,West,Office Supplies,Paper,89.61,6,5,3.0
2015-08-01,Central,Office Supplies,Paper,46.55,3,3,4.666666666666667
2018-11-01,South,Office Supplies,Storage,2738.24,6,6,4.0
2016-08-01,Central,Technology,Phones,1231.94,2,2,4.0
2018-07-01,East,Furniture,Tables,664.18,3,3,3.3333333333333335
2015-09-01,West,Furniture,Chairs,3798.00,5,5,4.4
2018-05-01,South,Office Supplies,Labels,126.73,2,2,0.5
2015-10-01,South,Office Supplies,Binders,15.18,1,1,2.0
2018-05-01,West,Technology,Copiers,3359.95,1,1,4.0
2017-06-01,West,Office Supplies,Fasteners,17.90,1,1,0.0
2015-01-01,South,Technology,Accessories,796.69,2,2,2.0
2017-05-01,Central,Office Supplies,Labels,5.04,1,1,4.0
2016-12-01,Central,Office Supplies,Labels,2.61,1,1,6.0
2016-04-01,Central,Office Supplies,Art,182.02,4,3,4.25
2016-05-01,East,Office Supplies,Appliances,202.22,3,2,3.3333333333333335
2015-10-01,East,Technology,Accessories,360.27,3,3,2.3333333333333335
2016-12-01,East,Office Supplies,Appliances,1297.65,5,3,2.2
2018-12-01,South,Furniture,Tables,1656.84,2,2,6.0
2015-05-01,South,Office Supplies,Fasteners,7.10,1,1,2.0
2016-12-01,Central,Office Supplies,Appliances,53.09,1,1,5.0
2017-04-01,East,Office Supplies,Storage,708.76,4,4,4.0
2017-09-01,Central,Furniture,Chairs,2696.60,6,6,3.6666666666666665
2018-08-01,Central,Furniture,Furnishings,203.04,3,3,6.0
2018-05-01,South,Furniture,Bookcases,2488.07,4,4,1.75
2016-04-01,Central,Office Supplies,Fasteners,5.84,1,1,0.0
2018-05-01,West,Furniture,Bookcases,299.97,2,2,1.5
2017-11-01,East,Office Supplies,Supplies,14.72,1,1,2.0
2017-06-01,West,Office Supplies,Binders,202.22,8,6,2.375
2018-05-01,East,Furniture,Tables,373.47,1,1,5.0
2017-03-01,East,Office Supplies,Paper,289.78,7,7,3.4285714285714284
2018-06-01,South,Technology,Accessories,316.39,2,1,7.0
2016-05-01,West,Technology,Phones,1066.06,3,3,4.666666666666667
2015-04-01,South,Furniture,Tables,1215.92,1,1,4.0
2015-11-01,Central,Office Supplies,Supplies,57.37,2,2,4.5
2016-07-01,South,Furniture,Bookcases,231.92,1,1,3.0
2015-07-01,East,Office Supplies,Binders,84.23,5,4,3.8
2016-08-01,West,Furniture,Bookcases,2446.90,3,3,4.666666666666667
2017-09-01,East,Office Supplies,Labels,105.70,4,4,5.25
2015-01-01,South,Office Supplies,Binders,682.81,3,3,4.0
2016-06-01,South,Technology,Copiers,899.97,1,1,6.0
2018-11-01,West,Furniture,Bookcases,359.50,1,1,4.0
2017-11-01,Central,Office Supplies,Paper,598.47,12,10,4.333333333333333
2015-12-01,West,Office Supplies,Paper,776.58,12,10,3.6666666666666665
2015-07-01,West,Office Supplies,Art,158.32,6,6,4.0
2018-05-01,West,Technology,Accessories,2349.73,9,9,3.111111111111111
2015-01-01,South,Office Supplies,Paper,42.66,3,2,4.666666666666667
2017-12-01,South,Technology,Accessories,1056.58,6,5,4.333333333333333
2017-07-01,East,Technology,Accessories,30.84,1,1,0.0
2017-09-01,South,Technology,Copiers,1599.92,1,1,5.0
2018-06-01,West,Technology,Phones,626.18,6,6,3.3333333333333335
2015-04-01,Central,Technology,Accessories,227.98,1,1,4.0
2017-07-01,East,Office Supplies,Supplies,17.47,2,2,3.5
2016-05-01,West,Furniture,Bookcases,1916.82,2,2,4.5
2017-10-01,Central,Office Supplies,Storage,386.28,3,3,6.0
2015-11-01,East,Technology,Accessories,517.48,4,3,4.25
2016-01-01,West,Office Supplies,Labels,14.62,1,1,4.0
2018-08-01,East,Office Supplies,Supplies,70.12,1,1,4.0
2017-11-01,West,Office Supplies,Paper,783.87,12,8,3.8333333333333335
2018-02-01,Central,Technology,Phones,563.13,2,2,3.5
2015-11-01,East,Technology,Machines,3991.98,1,1,5.0
2017-03-01,Central,Furniture,Chairs,1935.98,3,3,4.666666666666667
2018-03-01,Central,Office Supplies,Storage,500.01,6,6,2.5
2018-02-01,South,Office Supplies,Binders,3.88,1,1,5.0
2016-12-01,West,Office Supplies,Storage,2700.06,7,7,4.142857142857143
2015-05-01,Central,Technology,Phones,100.79,1,1,5.0
2016-09-01,West,Technology,Phones,335.86,3,3,4.333333333333333
2017-05-01,East,Office Supplies,Art,105.52,4,4,5.0
2018-08-01,East,Furniture,Chairs,6658.63,3,3,2.3333333333333335
2016-10-01,Central,Technology,Phones,1029.07,6,5,3.8333333333333335
2016-11-01,South,Furniture,Tables,677.42,2,2,6.0
2018-03-01,East,Furniture,Bookcases,699.53,2,2,3.5
2018-10-01,East,Office Supplies,Art,129.89,2,2,4.0
2018-12-01,South,Technology,Copiers,1399.98,1,1,3.0
2017-07-01,South,Furniture,Tables,2430.08,1,1,4.0
2016-03-01,West,Furniture,Furnishings,964.93,6,6,4.333333333333333
2018-11-01,East,Technology,Machines,705.44,2,2,3.5
2016-02-01,East,Office Supplies,Paper,58.60,2,2,4.5
2017-08-01,East,Office Supplies,Envelopes,134.29,1,1,6.0
2018-04-01,West,Furniture,Furnishings,709.14,9,8,3.3333333333333335
2018-04-01,East,Technology,Accessories,197.09,3,3,3.6666666666666665
2015-06-01,East,Office Supplies,Art,402.08,7,7,4.714285714285714
2015-08-01,East,Office Supplies,Paper,416.24,7,5,3.2857142857142856
2015-11-01,Central,Office Supplies,Appliances,280.06,2,2,4.5
2016-04-01,East,Technology,Phones,1430.08,6,5,4.166666666666667
2018-06-01,South,Office Supplies,Art,199.64,3,3,4.0
2017-07-01,Central,Office Supplies,Fasteners,23.07,2,2,5.0
2015-08-01,West,Office Supplies,Supplies,6.80,1,1,4.0
2016-11-01,West,Furniture,Chairs,2386.56,6,5,4.333333333333333
2017-11-01,East,Furniture,Bookcases,200.54,2,2,2.0
2018-05-01,East,Furniture,Bookcases,115.96,1,1,4.0
2018-02-01,East,Office Supplies,Storage,1031.51,3,3,5.333333333333333
2018-12-01,South,Office Supplies,Labels,5.76,1,1,3.0
2016-01-01,South,Furniture,Furnishings,192.22,1,1,5.0
2015-10-01,West,Office Supplies,Binders,296.88,11,9,3.6363636363636362
2018-10-01,South,Office Supplies,Paper,246.71,10,10,3.1
2017-05-01,Central,Office Supplies,Appliances,494.41,4,4,4.0
2015-09-01,West,Office Supplies,Art,481.27,7,5,5.0
2018-11-01,East,Furniture,Furnishings,3731.97,16,13,4.1875
2015-12-01,Central,Office Supplies,Paper,340.31,8,8,4.75
2018-01-01,South,Furniture,Chairs,419.14,1,1,5.0
2016-10-01,West,Furniture,Bookcases,612.79,3,3,3.0
2018-08-01,South,Office Supplies,Fasteners,24.32,1,1,5.0
2015-07-01,East,Furniture,Chairs,1091.01,3,3,3.3333333333333335
2017-04-01,West,Technology,Copiers,1199.98,1,1,2.0
2017-05-01,East,Office Supplies,Fasteners,7.22,1,1,4.0
2017-05-01,Central,Office Supplies,Fasteners,7.90,1,1,3.0
2015-03-01,South,Office Supplies,Labels,95.32,4,4,3.25
2017-03-01,South,Office Supplies,Appliances,1032.12,2,2,3.5
2016-08-01,Central,Office Supplies,Storage,1778.98,4,3,5.25
2015-04-01,West,Office Supplies,Art,116.22,4,3,4.5
2018-04-01,Central,Office Supplies,Binders,770.15,11,8,4.909090909090909
2016-10-01,East,Furniture,Furnishings,64.94,1,1,5.0
2017-01-01,West,Office Supplies,Storage,419.47,2,2,1.5
2017-10-01,Central,Office Supplies,Supplies,21.96,1,1,5.0
2015-08-01,Central,Office Supplies,Binders,95.72,4,3,4.25
2017-11-01,West,Technology,Accessories,3568.68,11,10,4.909090909090909
2017-10-01,Central,Furniture,Chairs,425.66,2,2,4.5
2017-07-01,Central,Office Supplies,Envelopes,20.94,1,1,4.0
2017-09-01,South,Office Supplies,Labels,44.62,3,3,4.333333333333333
2016-09-01,South,Furniture,Chairs,3264.40,3,3,5.0
2015-10-01,Central,Technology,Accessories,441.93,3,3,3.6666666666666665
2016-05-01,South,Office Supplies,Paper,217.68,3,2,3.6666666666666665
2016-03-01,West,Office Supplies,Supplies,33.36,1,1,4.0
2015-02-01,West,Office Supplies,Fasteners,12.35,1,1,4.0
2016-05-01,Central,Furniture,Tables,244.01,1,1,5.0
2018-10-01,West,Technology,Machines,969.15,2,2,4.5
2016-01-01,East,Furniture,Bookcases,452.45,1,1,7.0
2016-03-01,West,Office Supplies,Labels,14.62,1,1,4.0
2017-06-01,East,Technology,Phones,656.81,3,3,4.333333333333333
2015-01-01,East,Furniture,Bookcases,61.96,1,1,1.0
2018-01-01,South,Office Supplies,Paper,36.29,1,1,4.0
2018-11-01,South,Office Supplies,Fasteners,25.06,1,1,4.0
2017-04-01,East,Office Supplies,Binders,929.54,12,11,4.25
2017-01-01,West,Furniture,Furnishings,274.66,4,4,5.5
2016-05-01,Central,Office Supplies,Paper,363.79,5,5,4.4
2017-05-01,East,Technology,Machines,4224.89,2,2,3.0
2017-08-01,Central,Office Supplies,Labels,62.79,2,1,6.0
2015-01-01,East,Office Supplies,Labels,30.07,1,1,2.0
2017-01-01,West,Office Supplies,Paper,69.66,2,2,4.5
2018-11-01,West,Furniture,Chairs,5760.72,10,10,4.0
2015-04-01,East,Office Supplies,Labels,17.89,3,3,5.0
2016-09-01,South,Office Supplies,Binders,1462.78,9,7,5.111111111111111
2015-08-01,West,Office Supplies,Appliances,1168.47,3,3,4.666666666666667
2016-01-01,West,Furniture,Furnishings,769.81,3,2,5.0
2015-05-01,Central,Office Supplies,Binders,336.18,6,6,3.5
2015-12-01,Central,Office Supplies,Art,102.62,4,4,3.75
2016-10-01,West,Furniture,Tables,617.96,2,2,4.5
2016-04-01,South,Office Supplies,Paper,60.91,2,2,4.5
2015-04-01,East,Office Supplies,Fasteners,30.99,1,1,4.0
2015-04-01,South,Office Supplies,Paper,324.14,8,7,3.625
2018-03-01,West,Office Supplies,Storage,2671.27,9,9,3.5555555555555554
2017-10-01,East,Furniture,Tables,1373.32,4,4,4.5
2016-11-01,East,Office Supplies,Storage,1224.62,7,7,3.7142857142857144
2016-12-01,Central,Furniture,Furnishings,336.57,6,6,3.6666666666666665
2017-04-01,West,Furniture,Chairs,4638.88,7,7,3.2857142857142856
2016-07-01,Central,Office Supplies,Storage,742.05,5,3,4.4
2018-06-01,Central,Furniture,Bookcases,410.00,1,1,1.0
2015-11-01,Central,Furniture,Bookcases,492.11,2,2,3.5
2017-06-01,Central,Office Supplies,Labels,18.90,1,1,4.0
2017-03-01,East,Technology,Accessories,895.64,6,6,3.3333333333333335
2015-03-01,East,Furniture,Chairs,366.79,1,1,7.0
2015-07-01,Central,Furniture,Chairs,2151.66,3,3,4.0
2015-04-01,West,Technology,Accessories,951.27,4,4,5.25
2017-02-01,East,Office Supplies,Labels,8.67,1,1,4.0
2017-12-01,East,Office Supplies,Binders,4399.89,19,17,4.2105263157894735
2017-11-01,South,Furniture,Tables,2680.28,4,4,3.25
2016-09-01,East,Furniture,Bookcases,9724.39,5,4,4.8
2015-02-01,Central,Office Supplies,Storage,77.58,2,2,5.0
2017-08-01,Central,Office Supplies,Appliances,58.92,1,1,6.0
2015-03-01,Central,Office Supplies,Storage,396.20,3,3,5.333333333333333
2016-12-01,West,Office Supplies,Envelopes,566.32,4,4,4.25
2018-10-01,South,Furniture,Chairs,717.89,2,2,3.5
2016-04-01,West,Technology,Machines,71.98,1,1,7.0
2016-11-01,South,Technology,Machines,32.99,1,1,1.0
2018-01-01,South,Furniture,Furnishings,62.72,1,1,5.0
2015-04-01,West,Furniture,Chairs,1717.32,2,2,6.0
2017-09-01,Central,Office Supplies,Paper,434.08,12,10,4.416666666666667
